ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,ROI
748295,2017-08-26,2017-08-26,936,111016,45-49,F,27,31,32,9240.0,3,6.039999962,1.0,0.0,0.0003246753246753247,-0.8344370850510943
748303,2017-08-25,2017-08-25,936,111018,45-49,F,29,32,33,7706.0,2,2.369999886,1.0,0.0,0.0002595380223202699,-0.5780590514340641
748314,2017-08-25,2017-08-25,936,111020,45-49,F,31,34,32,7821.0,4,6.340000153,1.0,1.0,0.000511443549418233,-0.842271297181781
748341,2017-08-25,2017-08-25,936,111024,45-49,F,64,67,68,1363.0,0,0.0,1.0,1.0,0.0,0.0
776318,2017-08-25,2017-08-25,936,115484,45-49,F,15,16,19,3569.0,0,0.0,1.0,1.0,0.0,0.0
776322,2017-08-25,2017-08-25,936,115485,45-49,F,16,21,20,119063.0,34,53.21999949,1.0,0.0,0.0002855631052468021,-0.9812100712216674
776323,2017-08-26,2017-08-26,936,115485,45-49,F,16,17,18,99078.0,23,35.79999948,2.0,0.0,0.00023214033387835846,-0.9441340774008302
776325,2017-08-26,2017-08-26,936,115485,45-49,F,16,19,20,452398.0,114,180.2200012,1.0,0.0,0.00025199050393679903,-0.994451226315939
776334,2017-08-26,2017-08-26,936,115487,45-49,F,10,12,16,191223.0,48,76.41000056,1.0,0.0,0.00025101582968575954,-0.9869127078566795
776336,2017-08-26,2017-08-26,936,115487,45-49,F,10,15,14,22216.0,6,9.549999952,1.0,0.0,0.0002700756211739287,-0.8952879575888819
776338,2017-08-23,2017-08-23,936,115487,45-49,F,10,12,11,48291.0,11,18.01999998,1.0,0.0,0.00022778571576484232,-0.9445061042669324
776353,2017-08-23,2017-08-23,936,115490,40-44,F,63,66,67,27559.0,8,13.37,1.0,0.0,0.000290286294858304,-0.925205684367988
776373,2017-08-21,2017-08-21,936,115493,45-49,F,25,27,27,10194.0,4,4.590000033,2.0,1.0,0.00039238767902687857,-0.5642701556381449
776383,2017-08-21,2017-08-21,936,115495,45-49,F,23,27,29,1168.0,0,0.0,1.0,1.0,0.0,0.0
776405,2017-08-21,2017-08-21,936,115498,45-49,F,21,25,22,40126.0,16,25.86000001,1.0,0.0,0.0003987439565369087,-0.961330239767467
776416,2017-08-21,2017-08-21,936,115500,45-49,F,19,22,20,3659.0,1,0.49000001,1.0,1.0,0.00027329871549603714,1.0408162848813005
776430,2017-08-22,2017-08-22,936,115503,30-34,M,10,14,16,3200.0,0,0.0,1.0,0.0,0.0,0.0
776464,2017-08-22,2017-08-22,936,115508,45-49,F,29,30,31,7550.0,1,1.679999948,1.0,1.0,0.00013245033112582781,-0.4047618863378679
776469,2017-08-22,2017-08-22,936,115509,45-49,F,28,33,29,45397.0,15,25.41999936,1.0,1.0,0.0003304183095799282,-0.9606608959411083
776473,2017-08-22,2017-08-22,936,115510,30-34,M,16,22,22,23086.0,2,3.310000062,1.0,1.0,8.663259118080222e-05,-0.6978852020335702
776475,2017-08-21,2017-08-21,936,115510,30-34,M,16,21,20,16425.0,1,1.549999952,1.0,0.0,6.0882800608828e-05,-0.3548386896982304
776476,2017-08-21,2017-08-21,936,115510,30-34,M,16,17,18,43756.0,5,5.439999938,0.0,0.0,0.00011427004296553616,-1.0
776477,2017-08-21,2017-08-21,936,115510,30-34,M,16,22,17,9982.0,0,0.0,1.0,0.0,0.0,0.0
776489,2017-08-21,2017-08-21,936,115512,45-49,F,26,31,28,175389.0,55,81.60999787,1.0,0.0,0.00031358865151178236,-0.987746599361601
776494,2017-08-21,2017-08-21,936,115513,30-34,M,15,16,16,7015.0,0,0.0,1.0,0.0,0.0,0.0
776515,2017-08-21,2017-08-21,936,115517,45-49,F,65,68,68,12706.0,3,4.98999989,1.0,1.0,0.00023610892491736187,-0.7995991939791406
776519,2017-08-21,2017-08-21,936,115517,45-49,F,65,71,67,70702.0,20,31.7099998,1.0,0.0,0.00028287742920992336,-0.9684642066759016
776533,2017-08-21,2017-08-21,936,115520,45-49,F,63,64,68,63927.0,16,25.52000046,2.0,0.0,0.00025028548187776685,-0.9216300954565109
776534,2017-08-21,2017-08-21,936,115520,45-49,F,63,69,67,15105.0,3,4.25999999,1.0,0.0,0.00019860973187686197,-0.7652582154114043
776538,2017-08-21,2017-08-21,936,115521,30-34,F,15,16,19,8774.0,1,1.830000043,1.0,0.0,0.00011397310234784591,-0.45355192540834277
776551,2017-08-21,2017-08-21,936,115523,30-34,F,16,18,22,14459.0,1,1.389999986,1.0,0.0,6.916107614634484e-05,-0.28057553232234356
776552,2017-08-22,2017-08-22,936,115523,30-34,F,16,17,18,21596.0,2,2.809999943,1.0,0.0,9.260974254491573e-05,-0.6441281066602498
776553,2017-08-22,2017-08-22,936,115523,30-34,F,16,21,17,66765.0,8,11.04999971,1.0,0.0,0.00011982326069048154,-0.9095022600683851
776563,2017-08-23,2017-08-23,936,115525,30-34,F,7,9,13,1369.0,0,0.0,1.0,1.0,0.0,0.0
776579,2017-08-23,2017-08-23,936,115527,30-34,F,10,13,14,26910.0,5,7.229999781,1.0,0.0,0.0001858045336306206,-0.8616874093650819
776603,2017-08-23,2017-08-23,936,115531,30-34,F,2,3,6,506.0,0,0.0,1.0,0.0,0.0,0.0
776615,2017-08-23,2017-08-23,936,115533,45-49,M,63,66,68,11988.0,3,4.269999862,1.0,0.0,0.00025025025025025025,-0.7658079549605381
776623,2017-08-23,2017-08-23,936,115535,45-49,M,64,69,65,19353.0,6,9.4799999,1.0,1.0,0.0003100294527980158,-0.894514766819776
776631,2017-08-23,2017-08-23,936,115536,40-44,M,29,35,33,10960.0,2,2.890000105,1.0,0.0,0.0001824817518248175,-0.6539792513260133
776643,2017-08-23,2017-08-23,936,115538,30-34,M,15,18,18,33491.0,6,10.56999969,2.0,1.0,0.00017915260816338719,-0.8107852356994724
776644,2017-08-23,2017-08-23,936,115538,30-34,M,15,21,20,20083.0,2,3.200000048,2.0,1.0,9.958671513220136e-05,-0.3750000093749999
776659,2017-08-23,2017-08-23,936,115541,30-34,M,16,19,22,8817.0,0,0.0,1.0,1.0,0.0,0.0
776661,2017-08-23,2017-08-23,936,115541,30-34,M,16,18,22,15466.0,1,0.970000029,1.0,0.0,6.46579593948015e-05,0.030927804229993437
776662,2017-08-22,2017-08-22,936,115541,30-34,M,16,18,22,27072.0,3,4.370000005,1.0,0.0,0.00011081560283687943,-0.7711670483167425
776663,2017-08-22,2017-08-22,936,115541,30-34,M,16,19,22,15753.0,1,0.569999993,1.0,1.0,6.347997206881229e-05,0.7543859864573716
776668,2017-08-22,2017-08-22,936,115542,40-44,M,19,21,24,3523.0,1,1.809999943,1.0,1.0,0.0002838489923360772,-0.44751379475595926
776685,2017-08-22,2017-08-22,936,115545,40-44,M,16,22,17,7745.0,0,0.0,1.0,0.0,0.0,0.0
776686,2017-08-22,2017-08-22,936,115545,40-44,M,16,17,21,18709.0,2,3.319999933,1.0,0.0,0.00010690042225666791,-0.6987951746443605
776687,2017-08-23,2017-08-23,936,115545,40-44,M,16,20,20,8022.0,0,0.0,2.0,1.0,0.0,0.0
776696,2017-08-22,2017-08-22,936,115547,30-34,M,10,11,12,7966.0,1,1.179999948,1.0,1.0,0.00012553351744915893,-0.152542335535764
776697,2017-08-22,2017-08-22,936,115547,30-34,M,10,14,13,4132.0,0,0.0,1.0,1.0,0.0,0.0
776698,2017-08-22,2017-08-22,936,115547,30-34,M,10,14,16,12785.0,3,4.730000019,2.0,1.0,0.00023464998044583498,-0.5771670207259676
776699,2017-08-27,2017-08-27,936,115547,30-34,M,10,16,16,8213.0,1,1.379999995,1.0,1.0,0.00012175818823815901,-0.27536231621508084
776722,2017-08-27,2017-08-27,936,115551,30-34,M,2,4,7,545.0,0,0.0,1.0,1.0,0.0,0.0
776725,2017-08-22,2017-08-22,936,115552,40-44,M,23,26,27,2479.0,1,1.25999999,1.0,0.0,0.0004033884630899556,-0.2063492000503905
776780,2017-08-22,2017-08-22,936,115561,40-44,M,2,4,3,3812.0,2,3.049999952,1.0,0.0,0.0005246589716684155,-0.6721311423810803
776793,2017-08-22,2017-08-22,936,115563,45-49,M,21,23,26,1609.0,0,0.0,1.0,0.0,0.0,0.0
776799,2017-08-22,2017-08-22,936,115564,45-49,M,20,22,26,10257.0,3,3.579999924,1.0,1.0,0.0002924831822170225,-0.7206703851315501
776817,2017-08-22,2017-08-22,936,115567,40-44,M,10,14,16,12356.0,4,6.279999971,1.0,0.0,0.0003237293622531564,-0.8407643304748671
776825,2017-08-23,2017-08-23,936,115568,45-49,M,18,23,20,7410.0,1,1.210000038,1.0,0.0,0.0001349527665317139,-0.17355374496277495
776829,2017-08-23,2017-08-23,936,115569,45-49,M,16,20,19,140098.0,28,46.63000011,1.0,0.0,0.000199860097931448,-0.9785545786480591
776831,2017-08-22,2017-08-22,936,115569,45-49,M,16,18,20,107021.0,20,34.44000012,1.0,0.0,0.00018687921062221434,-0.97096399545541
776840,2017-08-22,2017-08-22,936,115571,35-39,M,36,38,40,2797.0,1,1.289999962,1.0,0.0,0.0003575259206292456,-0.22480617871522077
776861,2017-08-22,2017-08-22,936,115574,45-49,M,7,9,12,16461.0,6,9.21999979,1.0,0.0,0.00036449790413705123,-0.8915401276814996
776892,2017-08-30,2017-08-30,936,115580,40-44,M,63,66,69,17488.0,5,7.719999909,1.0,0.0,0.0002859103385178408,-0.8704663197166367
776928,2017-08-30,2017-08-30,936,115586,35-39,M,10,11,15,9750.0,2,1.5,1.0,1.0,0.00020512820512820512,-0.3333333333333333
776935,2017-08-30,2017-08-30,936,115587,45-49,M,36,41,38,1136.0,0,0.0,1.0,1.0,0.0,0.0
777105,2017-08-30,2017-08-30,936,115615,45-49,M,63,67,67,4333.0,1,0.180000007,1.0,1.0,0.00023078698361412417,4.555555339506181
777130,2017-08-30,2017-08-30,936,115619,35-39,M,16,21,22,6260.0,0,0.0,1.0,0.0,0.0,0.0
777131,2017-08-22,2017-08-22,936,115619,35-39,M,16,19,21,6359.0,0,0.0,1.0,0.0,0.0,0.0
777166,2017-08-30,2017-08-30,936,115625,30-34,M,63,69,65,2383.0,0,0.0,1.0,1.0,0.0,0.0
777187,2017-08-30,2017-08-30,936,115629,40-44,M,27,31,28,11292.0,3,5.389999866,1.0,1.0,0.00026567481402763017,-0.8144712384302683
777198,2017-08-30,2017-08-30,936,115631,30-34,M,64,70,69,12729.0,4,5.779999852,1.0,0.0,0.000314243067012334,-0.826989614947139
777200,2017-08-23,2017-08-23,936,115631,30-34,M,64,69,70,1898.0,0,0.0,1.0,1.0,0.0,0.0
777201,2017-08-23,2017-08-23,936,115631,30-34,M,64,69,65,1882.0,0,0.0,1.0,1.0,0.0,0.0
777235,2017-08-24,2017-08-24,936,115637,30-34,M,65,66,67,2883.0,1,0.99000001,1.0,1.0,0.000346860908775581,0.010100999897969656
777248,2017-08-24,2017-08-24,936,115639,30-34,F,7,9,10,3989.0,1,1.279999971,1.0,0.0,0.000250689395838556,-0.21874998229980433
777261,2017-08-24,2017-08-24,936,115641,40-44,M,29,31,34,19603.0,4,5.279999971,1.0,1.0,0.00020405040044891087,-0.8106060595658288
777382,2017-08-25,2017-08-25,936,115675,40-44,M,24,26,27,3047.0,1,1.379999995,1.0,0.0,0.0003281916639317361,-0.27536231621508084
777398,2017-08-25,2017-08-25,936,115677,35-39,M,24,27,30,3029.0,1,1.049999952,1.0,1.0,0.0003301419610432486,-0.04761900408163072
777410,2017-08-25,2017-08-25,936,115679,45-49,M,26,29,28,3490.0,1,1.340000033,1.0,1.0,0.00028653295128939826,-0.25373136166183957
777482,2017-08-25,2017-08-25,936,115691,45-49,M,28,32,32,2479.0,0,0.0,1.0,0.0,0.0,0.0
777495,2017-08-25,2017-08-25,936,115693,40-44,M,19,25,25,19581.0,7,10.42999983,2.0,0.0,0.000357489402992697,-0.8082454427039046
777519,2017-08-24,2017-08-24,936,115697,45-49,M,29,34,32,19537.0,5,6.099999905,1.0,0.0,0.00025592465578133796,-0.8360655712174146
777625,2017-08-24,2017-08-24,936,115715,45-49,M,16,17,19,59433.0,12,19.65999949,3.0,0.0,0.00020190803089192874,-0.847405896346745
777627,2017-08-23,2017-08-23,936,115715,45-49,M,16,17,19,157534.0,33,56.19000077,2.0,0.0,0.00020947858874909543,-0.9644064785087562
777638,2017-08-23,2017-08-23,936,115717,40-44,M,7,10,12,1781.0,0,0.0,1.0,1.0,0.0,0.0
777670,2017-08-23,2017-08-23,936,115723,40-44,M,16,19,19,23769.0,4,6.029999852,1.0,0.0,0.00016828642349278473,-0.8341625166593786
777673,2017-08-23,2017-08-23,936,115723,40-44,M,16,18,17,7101.0,0,0.0,1.0,0.0,0.0,0.0
777742,2017-08-23,2017-08-23,936,115735,35-39,M,64,69,68,4726.0,1,1.830000043,1.0,1.0,0.00021159542953872197,-0.45355192540834277
777758,2017-08-24,2017-08-24,936,115737,30-34,M,19,20,20,5209.0,1,0.959999979,2.0,0.0,0.0001919754271453254,1.083333378906251
777794,2017-08-24,2017-08-24,936,115743,30-34,M,18,23,24,13473.0,3,2.619999945,3.0,0.0,0.00022266755733689602,0.14503819197599258
777816,2017-08-23,2017-08-23,936,115747,40-44,M,2,7,7,500.0,0,0.0,1.0,1.0,0.0,0.0
777871,2017-08-23,2017-08-23,936,115756,30-34,M,20,26,23,4616.0,1,1.360000014,1.0,0.0,0.0002166377816291161,-0.2647058899221452
777904,2017-08-30,2017-08-30,936,115762,30-34,M,31,32,33,3279.0,0,0.0,1.0,0.0,0.0,0.0
777905,2017-08-30,2017-08-30,936,115762,30-34,M,31,36,36,3288.0,0,0.0,1.0,0.0,0.0,0.0
778037,2017-08-28,2017-08-28,936,115784,35-39,M,27,29,28,14615.0,4,6.050000191,1.0,0.0,0.00027369141293191924,-0.8347107490198755
778048,2017-08-28,2017-08-28,936,115786,30-34,M,27,28,29,56615.0,12,19.88000035,2.0,0.0,0.00021195796167093527,-0.8993963800408082
778085,2017-08-28,2017-08-28,936,115792,30-34,M,26,32,31,11735.0,3,4.529999971,1.0,1.0,0.00025564550489987217,-0.779249446710427
778087,2017-08-28,2017-08-28,936,115792,30-34,M,26,30,32,15910.0,5,6.779999852,1.0,0.0,0.00031426775612822125,-0.8525073714116653
778112,2017-08-28,2017-08-28,936,115796,35-39,M,29,33,35,11446.0,2,3.090000033,1.0,1.0,0.00017473353136466887,-0.6763754079869293
778113,2017-08-28,2017-08-28,936,115796,35-39,M,29,35,35,4595.0,0,0.0,1.0,0.0,0.0,0.0
778124,2017-08-28,2017-08-28,936,115798,30-34,M,29,34,32,4871.0,0,0.0,1.0,0.0,0.0,0.0
778148,2017-08-28,2017-08-28,936,115802,35-39,M,28,32,30,3199.0,0,0.0,1.0,0.0,0.0,0.0
778156,2017-08-28,2017-08-28,936,115804,30-34,M,28,32,31,9388.0,2,3.140000105,1.0,0.0,0.00021303792074989347,-0.6815286730699011
778161,2017-08-27,2017-08-27,936,115804,30-34,M,28,31,33,17954.0,6,7.5400002,2.0,1.0,0.0003341873677175003,-0.7347480176459412
778208,2017-08-27,2017-08-27,936,115812,40-44,F,29,32,32,2755.0,0,0.0,1.0,0.0,0.0,0.0
778264,2017-08-27,2017-08-27,936,115822,40-44,F,27,31,30,8152.0,1,0.99000001,1.0,0.0,0.0001226692836113837,0.010100999897969656
778266,2017-08-27,2017-08-27,936,115822,40-44,F,27,32,28,74542.0,19,34.1500001,1.0,0.0,0.00025488986074964447,-0.9707174232189827
778421,2017-08-27,2017-08-27,936,115848,40-44,F,20,21,23,6699.0,2,3.090000033,1.0,0.0,0.0002985520226899537,-0.6763754079869293
778422,2017-08-27,2017-08-27,936,115848,40-44,F,20,25,24,11911.0,4,3.959999919,1.0,0.0,0.00033582402820921836,-0.7474747423094581
778461,2017-08-27,2017-08-27,936,115854,40-44,M,29,35,33,10090.0,2,2.650000095,1.0,1.0,0.00019821605550049553,-0.6226415229619077
778471,2017-08-27,2017-08-27,936,115856,30-34,M,32,35,36,1273.0,0,0.0,1.0,1.0,0.0,0.0
778483,2017-08-27,2017-08-27,936,115858,40-44,F,18,24,20,24188.0,5,8.179999828,1.0,0.0,0.00020671407309409625,-0.8777506086764186
778529,2017-08-27,2017-08-27,936,115866,30-34,M,31,35,33,2214.0,0,0.0,1.0,0.0,0.0,0.0
778556,2017-08-28,2017-08-28,936,115870,40-44,M,32,35,38,9735.0,4,4.130000114,1.0,1.0,0.00041088854648176684,-0.7578692560781852
778590,2017-08-28,2017-08-28,936,115876,30-34,M,30,36,36,1371.0,0,0.0,1.0,1.0,0.0,0.0
778600,2017-08-29,2017-08-29,936,115878,40-44,F,22,23,25,10750.0,4,5.389999866,1.0,0.0,0.00037209302325581393,-0.8144712384302683
778626,2017-08-29,2017-08-29,936,115882,30-34,M,29,33,35,7629.0,1,0.720000029,1.0,1.0,0.00013107877834578582,0.388888832947533
778628,2017-08-29,2017-08-29,936,115882,30-34,M,29,35,30,4608.0,0,0.0,1.0,0.0,0.0,0.0
778674,2017-08-29,2017-08-29,936,115890,35-39,M,29,31,30,3732.0,0,0.0,1.0,0.0,0.0,0.0
778689,2017-08-30,2017-08-30,936,115892,30-34,M,28,32,32,7453.0,1,1.679999948,1.0,1.0,0.0001341741580571582,-0.4047618863378679
778722,2017-08-30,2017-08-30,936,115898,35-39,F,64,70,67,41785.0,14,19.10000038,1.0,0.0,0.0003350484623668781,-0.9476439800992297
778737,2017-08-30,2017-08-30,936,115900,35-39,M,27,32,30,8077.0,2,3.579999924,1.0,1.0,0.0002476166893648632,-0.7206703851315501
778756,2017-08-30,2017-08-30,936,115904,35-39,F,63,65,65,5602.0,1,1.580000043,1.0,0.0,0.0001785076758300607,-0.36708862481974
778804,2017-08-30,2017-08-30,936,115912,30-34,M,26,29,29,6184.0,2,2.75,1.0,1.0,0.0003234152652005175,-0.6363636363636364
778808,2017-08-29,2017-08-29,936,115912,30-34,M,26,28,29,1738.0,0,0.0,1.0,0.0,0.0,0.0
778964,2017-08-29,2017-08-29,936,115938,35-39,F,27,33,28,112460.0,25,41.29000068,1.0,0.0,0.00022230126267117198,-0.9757810611883961
779057,2017-08-29,2017-08-29,936,115954,40-44,M,15,21,21,4414.0,0,0.0,1.0,0.0,0.0,0.0
779106,2017-08-28,2017-08-28,936,115962,35-39,F,30,35,36,14670.0,7,9.410000324,1.0,0.0,0.00047716428084526244,-0.8937300780479761
779438,2017-08-28,2017-08-28,936,116031,30-34,F,64,66,69,33144.0,9,13.40999985,1.0,0.0,0.0002715423606082549,-0.9254287836550572
779453,2017-08-29,2017-08-29,936,116033,45-49,M,64,68,70,4397.0,1,0.949999988,1.0,0.0,0.00022742779167614282,0.052631592243767525
779488,2017-08-29,2017-08-29,936,116039,45-49,M,65,68,69,1006.0,0,0.0,1.0,0.0,0.0,0.0
779573,2017-08-29,2017-08-29,936,116053,35-39,F,10,13,16,89527.0,24,32.28999996,1.0,0.0,0.0002680755526265819,-0.9690306596085855
779608,2017-08-29,2017-08-29,936,116059,35-39,F,15,18,16,2459.0,0,0.0,1.0,0.0,0.0,0.0
779609,2017-08-29,2017-08-29,936,116059,35-39,F,15,20,18,7116.0,2,1.730000019,1.0,1.0,0.0002810567734682406,-0.42196532426743283
779622,2017-08-29,2017-08-29,936,116061,30-34,F,15,18,17,8613.0,1,0.889999986,2.0,0.0,0.00011610356437942645,1.247191046585028
779631,2017-08-19,2017-08-19,936,116063,35-39,F,16,19,18,9730.0,1,1.379999995,1.0,0.0,0.00010277492291880781,-0.27536231621508084
779644,2017-08-19,2017-08-19,936,116065,30-34,F,16,20,20,51816.0,8,10.2299999,2.0,1.0,0.0001543924656476764,-0.8044965767790476
779645,2017-08-22,2017-08-22,936,116065,30-34,F,16,21,20,27289.0,3,4.429999828,1.0,0.0,0.00010993440580453663,-0.7742663569241114
779715,2017-08-22,2017-08-22,936,116077,30-34,F,29,32,33,20409.0,4,3.829999924,1.0,0.0,0.0001959919643294625,-0.7389033890748453
779716,2017-08-22,2017-08-22,936,116077,30-34,F,29,32,34,8044.0,1,1.110000014,1.0,0.0,0.00012431626056688214,-0.09909911046181295
779738,2017-08-22,2017-08-22,936,116081,30-34,F,28,32,33,15645.0,4,5.349999905,1.0,0.0,0.0002556727388942154,-0.8130841088304654
779778,2017-08-22,2017-08-22,936,116087,30-34,F,31,37,34,2466.0,0,0.0,2.0,2.0,0.0,0.0
779789,2017-08-22,2017-08-22,936,116089,45-49,M,10,14,13,11611.0,3,3.950000048,1.0,1.0,0.00025837567823615537,-0.7468354461144047
779824,2017-08-22,2017-08-22,936,116095,45-49,M,7,13,9,9375.0,3,4.019999981,1.0,0.0,0.00032,-0.7512437799188139
779871,2017-08-22,2017-08-22,936,116103,30-34,F,32,37,34,4402.0,1,1.330000043,1.0,1.0,0.00022716946842344388,-0.2481203250607715
779918,2017-08-22,2017-08-22,936,116111,30-34,F,18,23,24,8469.0,2,3.089999914,1.0,0.0,0.0002361553902467824,-0.6763753955237165
779922,2017-08-22,2017-08-22,936,116111,30-34,F,18,22,24,5823.0,1,1.419999957,1.0,1.0,0.0001717327837884252,-0.29577462656218934
779944,2017-08-21,2017-08-21,936,116115,35-39,M,10,13,16,2549.0,0,0.0,1.0,0.0,0.0,0.0
779979,2017-08-21,2017-08-21,936,116121,35-39,M,16,17,21,25817.0,4,6.019999981,1.0,0.0,0.00015493666963628617,-0.833887042665092
779995,2017-08-21,2017-08-21,936,116123,30-34,F,20,24,25,1961.0,0,0.0,1.0,0.0,0.0,0.0
780064,2017-08-21,2017-08-21,936,116135,30-34,F,22,24,25,2554.0,0,0.0,1.0,0.0,0.0,0.0
780104,2017-08-21,2017-08-21,936,116147,30-34,F,25,27,26,4971.0,1,1.230000019,1.0,1.0,0.0002011667672500503,-0.18699188247736118
780199,2017-08-22,2017-08-22,936,116163,35-39,F,23,28,27,1030.0,0,0.0,1.0,1.0,0.0,0.0
780318,2017-08-22,2017-08-22,936,116183,45-49,F,29,32,31,162341.0,56,77.07999969,3.0,0.0,0.00034495290776821627,-0.9610793978714921
780323,2017-08-21,2017-08-21,936,116183,45-49,F,29,35,34,24542.0,7,9.329999924,1.0,0.0,0.0002852253280091272,-0.8928188630068846
780486,2017-08-21,2017-08-21,936,116216,30-34,F,65,69,71,2879.0,0,0.0,1.0,1.0,0.0,0.0
780498,2017-08-22,2017-08-22,936,116218,30-34,F,64,65,68,13621.0,3,4.090000033,1.0,0.0,0.0002202481462447691,-0.755501224466616
780511,2017-08-23,2017-08-23,936,116220,30-34,F,63,65,66,6175.0,1,1.370000005,2.0,1.0,0.00016194331983805668,0.4598540092706057
780629,2017-08-24,2017-08-24,936,116240,30-34,F,28,34,34,2963.0,0,0.0,1.0,0.0,0.0,0.0
780653,2017-08-24,2017-08-24,936,116244,30-34,F,29,33,35,9076.0,1,1.379999995,1.0,1.0,0.00011018069634200089,-0.27536231621508084
780655,2017-08-24,2017-08-24,936,116244,30-34,F,29,33,34,20941.0,4,5.909999967,1.0,1.0,0.00019101284561386754,-0.8307952613225454
780666,2017-08-24,2017-08-24,936,116246,45-49,F,10,13,13,3462.0,0,0.0,1.0,0.0,0.0,0.0
780681,2017-08-24,2017-08-24,936,116248,30-34,F,26,29,29,4073.0,0,0.0,1.0,1.0,0.0,0.0
780700,2017-08-18,2017-08-18,936,116252,30-34,F,27,33,30,3745.0,0,0.0,1.0,0.0,0.0,0.0
780748,2017-08-18,2017-08-18,936,116265,30-34,F,24,26,28,830.0,0,0.0,1.0,0.0,0.0,0.0
780759,2017-08-18,2017-08-18,936,116267,45-49,F,18,24,22,2912.0,0,0.0,1.0,0.0,0.0,0.0
780760,2017-08-24,2017-08-24,936,116267,45-49,F,18,23,22,17167.0,5,6.910000086,1.0,0.0,0.00029125648045669016,-0.8552822015116832
780797,2017-08-24,2017-08-24,936,116273,30-34,F,22,25,25,24491.0,7,9.539999962,1.0,0.0,0.00028581928055203954,-0.8951781966474603
780799,2017-08-23,2017-08-23,936,116273,30-34,F,22,24,26,44699.0,13,17.30000037,2.0,0.0,0.00029083424685115997,-0.8843930660563333
780821,2017-08-23,2017-08-23,936,116277,30-34,F,23,24,25,6469.0,2,1.309999943,1.0,0.0,0.0003091667954861648,-0.23664118815919674
780830,2017-08-23,2017-08-23,936,116279,45-49,F,16,17,17,16053.0,3,4.079999924,1.0,1.0,0.00018688095683049897,-0.7549019562187619
780835,2017-08-23,2017-08-23,936,116279,45-49,F,16,21,21,54724.0,12,17.92999995,1.0,1.0,0.0002192822162122652,-0.9442275514339865
780867,2017-08-23,2017-08-23,936,116285,30-34,F,21,27,26,4706.0,1,1.220000029,1.0,0.0,0.00021249468763280918,-0.18032788833646818
780974,2017-08-23,2017-08-23,936,116303,40-44,F,32,38,36,8316.0,3,4.569999933,1.0,1.0,0.00036075036075036075,-0.7811816160479581
781066,2017-08-23,2017-08-23,936,116323,40-44,F,22,26,25,5794.0,2,2.269999981,1.0,0.0,0.00034518467380048324,-0.5594713619515224
781114,2017-08-23,2017-08-23,936,116331,40-44,F,18,24,22,4813.0,1,1.029999971,1.0,0.0,0.00020777062123415748,-0.02912618625695094
781159,2017-08-23,2017-08-23,936,116339,40-44,F,10,15,11,85285.0,26,36.13000035,1.0,0.0,0.00030486017470833087,-0.9723221702099983
781162,2017-08-21,2017-08-21,936,116339,40-44,F,10,11,13,5839.0,1,1.370000005,1.0,0.0,0.00017126220243192326,-0.27007299536469714
781175,2017-08-21,2017-08-21,936,116341,40-44,F,15,16,21,5859.0,1,1.539999962,1.0,0.0,0.00017067759003242875,-0.3506493346264122
781187,2017-08-18,2017-08-18,936,116343,40-44,F,16,22,19,164118.0,41,59.06999993,1.0,0.0,0.00024982025128261374,-0.9830709327715417
781195,2017-08-18,2017-08-18,936,116345,35-39,F,63,67,69,18234.0,6,7.810000062,1.0,0.0,0.0003290556103981573,-0.8719590279050627
781207,2017-08-18,2017-08-18,936,116347,35-39,F,64,67,70,2755.0,0,0.0,1.0,0.0,0.0,0.0
781303,2017-08-19,2017-08-19,936,116363,35-39,F,27,29,30,73676.0,20,28.5,1.0,0.0,0.00027145881969705196,-0.9649122807017544
781305,2017-08-19,2017-08-19,936,116363,35-39,F,27,30,28,18421.0,7,10.07999992,1.0,0.0,0.00038000108571738776,-0.9007936500062989
781327,2017-08-19,2017-08-19,936,116367,35-39,F,29,35,35,164754.0,49,67.97999978,2.0,1.0,0.0002974131128834505,-0.970579582134856
781353,2017-08-19,2017-08-19,936,116371,35-39,F,10,13,15,7449.0,1,1.639999986,1.0,1.0,0.00013424620754463686,-0.3902438972337894
781354,2017-08-19,2017-08-19,936,116371,35-39,F,10,14,16,6424.0,1,0.529999971,1.0,0.0,0.00015566625155666251,0.8867925560697815
781438,2017-08-18,2017-08-18,936,116385,30-34,M,63,65,68,2086.0,0,0.0,1.0,0.0,0.0,0.0
781470,2017-08-18,2017-08-18,936,116391,35-39,M,16,17,18,6016.0,0,0.0,1.0,0.0,0.0,0.0
781499,2017-08-18,2017-08-18,936,116395,35-39,M,15,21,20,6412.0,1,1.370000005,1.0,0.0,0.00015595757953836556,-0.27007299536469714
781508,2017-08-24,2017-08-24,936,116397,30-34,F,63,68,64,5040.0,1,1.440000057,1.0,0.0,0.0001984126984126984,-0.3055555830439804
781556,2017-08-24,2017-08-24,936,116405,30-34,F,32,37,36,1772.0,0,0.0,1.0,0.0,0.0,0.0
781559,2017-08-18,2017-08-18,936,116405,30-34,F,32,38,34,1783.0,0,0.0,1.0,0.0,0.0,0.0
781606,2017-08-18,2017-08-18,936,116413,35-39,M,20,21,24,8200.0,3,3.919999957,1.0,0.0,0.00036585365853658537,-0.7448979563853603
